id,name,form_name,分類,カテゴリー,タイプ1,タイプ2,高さ,重さ,HP,攻撃,防御,特攻,特防,素早さ,合計,特性1,特性2,夢特性,hiragana,romaji
175,トゲピー,通常,はりたまポケモン,通常,フェアリー,,0.3,1.5,35,20,65,40,65,20,245,はりきり,てんのめぐみ,きょううん,とげぴー,togepi
176,トゲチック,通常,しあわせポケモン,通常,フェアリー,ひこう,0.6,3.2,55,40,85,80,105,40,405,はりきり,てんのめぐみ,きょううん,とげちっく,togechikku
177,ネイティ,通常,ことりポケモン,通常,エスパー,ひこう,0.2,2,40,50,45,70,45,70,320,シンクロ,はやおき,マジックミラー,ねいてぃ,neitei
178,ネイティオ,通常,せいれいポケモン,通常,エスパー,ひこう,1.5,15,65,75,70,95,70,95,470,シンクロ,はやおき,マジックミラー,ねいてぃお,neiteio
179,メリープ,通常,わたげポケモン,通常,でんき,,0.6,7.8,55,40,40,65,45,35,280,せいでんき,,プラス,めりーぷ,meripu
180,モココ,通常,わたげポケモン,通常,でんき,,0.8,13.3,70,55,55,80,60,45,365,せいでんき,,プラス,もここ,mokoko
181,デンリュウ,通常,ライトポケモン,通常,でんき,,1.4,61.5,90,75,85,115,90,55,510,せいでんき,,プラス,でんりゅう,denryu
182,キレイハナ,通常,フラワーポケモン,通常,くさ,,0.4,5.8,75,80,95,90,100,50,490,ようりょくそ,,いやしのこころ,きれいはな,kireihana
183,マリル,通常,みずねずみポケモン,通常,みず,フェアリー,0.4,8.5,70,20,50,20,50,40,250,あついしぼう,ちからもち,そうしょく,まりる,mariru
184,マリルリ,通常,みずうさぎポケモン,通常,みず,フェアリー,0.8,28.5,100,50,80,60,80,50,420,あついしぼう,ちからもち,そうしょく,まりるり,mariruri
185,ウソッキー,通常,まねポケモン,通常,いわ,,1.2,38,70,100,115,30,65,30,410,がんじょう,いしあたま,びびり,うそっきー,usokki
186,ニョロトノ,通常,かえるポケモン,通常,みず,,1.1,33.9,90,75,75,90,100,70,500,ちょすい,しめりけ,あめふらし,にょろとの,nyorotono
187,ハネッコ,通常,わたくさポケモン,通常,くさ,ひこう,0.4,0.5,35,35,40,35,55,50,250,ようりょくそ,リーフガード,すりぬけ,はねっこ,hanekko
188,ポポッコ,通常,わたくさポケモン,通常,くさ,ひこう,0.6,1,55,45,50,45,65,80,340,ようりょくそ,リーフガード,すりぬけ,ぽぽっこ,popokko
189,ワタッコ,通常,わたくさポケモン,通常,くさ,ひこう,0.8,3,75,55,70,55,95,110,460,ようりょくそ,リーフガード,すりぬけ,わたっこ,watakko
190,エイパム,通常,おながポケモン,通常,ノーマル,,0.8,11.5,55,70,55,40,55,85,360,にげあし,ものひろい,スキルリンク,えいぱむ,eipamu
191,ヒマナッツ,通常,たねポケモン,通常,くさ,,0.3,1.8,30,30,30,30,30,30,180,ようりょくそ,サンパワー,はやおき,ひまなっつ,himanattsu
192,キマワリ,通常,たいようポケモン,通常,くさ,,0.8,8.5,75,75,55,105,85,30,425,ようりょくそ,サンパワー,はやおき,きまわり,kimawari
193,ヤンヤンマ,通常,うすばねポケモン,通常,むし,ひこう,1.2,38,65,65,45,75,45,95,390,かそく,ふくがん,おみとおし,やんやんま,yanyanma
194,ウパー,通常,みずうおポケモン,通常,みず,じめん,0.4,8.5,55,45,45,25,25,15,210,しめりけ,ちょすい,てんねん,うぱー,upa
195,ヌオー,通常,みずうおポケモン,通常,みず,じめん,1.4,75,95,85,85,65,65,35,430,しめりけ,ちょすい,てんねん,ぬおー,nuo
196,エーフィ,通常,たいようポケモン,通常,エスパー,,0.9,26.5,65,65,60,130,95,110,525,シンクロ,,マジックミラー,えーふぃ,efui
197,ブラッキー,通常,げっこうポケモン,通常,あく,,1,27,95,65,110,60,130,65,525,シンクロ,,せいしんりょく,ぶらっきー,burakki
198,ヤミカラス,通常,くらやみポケモン,通常,あく,ひこう,0.5,2.1,60,85,42,85,42,91,405,ふみん,きょううん,いたずらごころ,やみからす,yamikarasu
199,ヤドキング,通常,おうじゃポケモン,通常,みず,エスパー,2,79.5,95,75,80,100,110,30,490,どんかん,マイペース,さいせいりょく,やどきんぐ,yadokingu
200,ムウマ,通常,よなきポケモン,通常,ゴースト,,0.7,1,60,60,60,85,85,85,435,ふゆう,,,むうま,muma
201,アンノーン,通常,シンボルポケモン,通常,エスパー,,0.5,5,48,72,48,72,48,48,336,ふゆう,,,あんのーん,annon
202,ソーナンス,通常,がまんポケモン,通常,エスパー,,1.3,28.5,190,33,58,33,58,33,405,かげふみ,,テレパシー,そーなんす,sonansu
203,キリンリキ,通常,くびながポケモン,通常,ノーマル,エスパー,1.5,41.5,70,80,65,90,65,85,455,せいしんりょく,はやおき,そうしょく,きりんりき,kirinriki
204,クヌギダマ,通常,みのむしポケモン,通常,むし,,0.6,7.2,50,65,90,35,35,15,290,がんじょう,,ぼうじん,くぬぎだま,kunugidama
205,フォレトス,通常,みのむしポケモン,通常,むし,はがね,1.2,125.8,75,90,140,60,60,40,465,がんじょう,,ぼうじん,ふぉれとす,fuoretosu
206,ノコッチ,通常,つちへびポケモン,通常,ノーマル,,1.5,14,100,70,70,65,65,45,415,てんのめぐみ,にげあし,びびり,のこっち,nokocchi
207,グライガー,通常,とびさそりポケモン,通常,じめん,ひこう,1.1,64.8,65,75,105,35,65,85,430,かいりきバサミ,すながくれ,めんえき,ぐらいがー,guraiga
208,ハガネール,通常,てつへびポケモン,通常,はがね,じめん,9.2,400,75,85,200,55,65,30,510,いしあたま,がんじょう,ちからずく,はがねーる,haganeru
209,ブルー,通常,ようせいポケモン,通常,フェアリー,,0.6,7.8,60,80,50,40,40,30,300,いかく,にげあし,びびり,ぶるー,buru
210,グランブル,通常,ようせいポケモン,通常,フェアリー,,1.4,48.7,90,120,75,60,60,45,450,いかく,はやあし,びびり,ぐらんぶる,guranburu
211,ハリーセン,通常,ふうせんポケモン,通常,みず,どく,0.5,3.9,65,95,85,55,55,85,440,どくのトゲ,すいすい,いかく,はりーせん,harisen
212,ハッサム,通常,はさみポケモン,通常,むし,はがね,1.8,118,70,130,100,55,80,65,500,むしのしらせ,テクニシャン,ライトメタル,はっさむ,hassamu
213,ツボツボ,通常,はっこうポケモン,通常,むし,いわ,0.6,20.5,20,10,230,10,230,5,505,がんじょう,くいしんぼう,あまのじゃく,つぼつぼ,tsubotsubo
214,ヘラクロス,通常,1ぽんヅノポケモン,通常,むし,かくとう,1.5,54,80,125,75,40,95,85,500,むしのしらせ,こんじょう,じしんかじょう,へらくろす,herakurosu
215,ニューラ,通常,かぎづめポケモン,通常,あく,こおり,0.9,28,55,95,55,35,75,115,430,せいしんりょく,するどいめ,わるいてぐせ,にゅーら,nyuーra
216,ヒメグマ,通常,こぐまポケモン,通常,ノーマル,,0.6,8.8,60,80,50,50,50,40,330,ものひろい,はやあし,みつあつめ,ひめぐま,himeguma
217,リングマ,通常,とうみんポケモン,通常,ノーマル,,1.8,125.8,90,130,75,75,75,55,500,こんじょう,はやあし,きんちょうかん,りんぐま,ringuma
218,マグマッグ,通常,ようがんポケモン,通常,ほのお,,0.7,35,40,40,40,70,40,20,250,マグマのよろい,ほのおのからだ,くだけるよろい,まぐまっぐ,magumaggu
219,マグカルゴ,通常,ようがんポケモン,通常,ほのお,いわ,0.8,55,60,50,120,90,80,30,430,マグマのよろい,ほのおのからだ,くだけるよろい,まぐかるご,magukarugo
220,ウリムー,通常,いのぶたポケモン,通常,こおり,じめん,0.4,6.5,50,50,40,30,30,50,250,どんかん,ゆきがくれ,あついしぼう,うりむー,urimu
221,イノムー,通常,いのししポケモン,通常,こおり,じめん,1.1,55.8,100,100,80,60,60,50,450,どんかん,ゆきがくれ,あついしぼう,いのむー,inomu
222,サニーゴ,通常,さんごポケモン,通常,みず,いわ,0.6,5,65,55,95,65,95,35,410,はりきり,しぜんかいふく,さいせいりょく,さにーご,sanigo
223,テッポウオ,通常,ふんしゃポケモン,通常,みず,,0.6,12,35,65,35,65,35,65,300,はりきり,スナイパー,ムラっけ,てっぽうお,teppouo
224,オクタン,通常,ふんしゃポケモン,通常,みず,,0.9,28.5,75,105,75,105,75,45,480,きゅうばん,スナイパー,ムラっけ,おくたん,okutan
225,デリバード,通常,はこびやポケモン,通常,こおり,ひこう,0.9,16,45,55,45,65,45,75,330,やるき,はりきり,ふみん,でりばーど,deribado
226,マンタイン,通常,カイトポケモン,通常,みず,ひこう,2.1,220,85,40,70,80,140,70,485,すいすい,ちょすい,みずのベール,まんたいん,mantain
227,エアームド,通常,よろいどりポケモン,通常,はがね,ひこう,1.7,50.5,65,80,140,40,70,70,465,するどいめ,がんじょう,くだけるよろい,えあーむど,eamudo
228,デルビル,通常,ダークポケモン,通常,あく,ほのお,0.6,10.8,45,60,30,80,50,65,330,はやおき,もらいび,きんちょうかん,でるびる,derubiru
229,ヘルガー,通常,ダークポケモン,通常,あく,ほのお,1.4,35,75,90,50,110,80,95,500,はやおき,もらいび,きんちょうかん,へるがー,heruga
230,キングドラ,通常,ドラゴンポケモン,通常,みず,ドラゴン,1.8,152,75,95,95,95,95,85,540,すいすい,スナイパー,しめりけ,きんぐどら,kingudora
231,ゴマゾウ,通常,ながはなポケモン,通常,じめん,,0.5,33.5,90,60,60,40,40,40,330,ものひろい,,すながくれ,ごまぞう,gomazou
232,ドンファン,通常,よろいポケモン,通常,じめん,,1.1,120,90,120,120,60,60,50,500,がんじょう,,すながくれ,どんふぁん,donfan
233,ポリゴン２,通常,バーチャルポケモン,通常,ノーマル,,0.6,32.5,85,80,90,105,95,60,515,トレース,ダウンロード,アナライズ,ぽりごん２,porigon２
234,オドシシ,通常,おおツノポケモン,通常,ノーマル,,1.4,71.2,73,95,62,85,65,85,465,いかく,おみとおし,そうしょく,おどしし,odoshishi
235,ドーブル,通常,えかきポケモン,通常,ノーマル,,1.2,58,55,20,35,20,45,75,250,マイペース,テクニシャン,ムラっけ,どーぶる,doburu
236,バルキー,通常,けんかポケモン,通常,かくとう,,0.7,21,35,35,35,35,35,35,210,こんじょう,ふくつのこころ,やるき,ばるきー,baruki
237,カポエラー,通常,さかだちポケモン,通常,かくとう,,1.4,48,50,95,95,35,110,70,455,いかく,テクニシャン,ふくつのこころ,かぽえらー,kapoera
238,ムチュール,通常,くちづけポケモン,通常,こおり,エスパー,0.4,6,45,30,15,85,65,65,305,どんかん,よちむ,うるおいボディ,むちゅーる,muchuーru
239,エレキッド,通常,でんきポケモン,通常,でんき,,0.6,23.5,45,63,37,65,55,95,360,せいでんき,,やるき,えれきっど,erekiddo
240,ブビィ,通常,ひだねポケモン,通常,ほのお,,0.7,21.4,45,75,37,70,55,83,365,ほのおのからだ,,やるき,ぶびぃ,bubii
241,ミルタンク,通常,ちちうしポケモン,通常,ノーマル,,1.2,75.5,95,80,105,40,70,100,490,あついしぼう,きもったま,そうしょく,みるたんく,mirutanku
242,ハピナス,通常,しあわせポケモン,通常,ノーマル,,1.5,46.8,255,10,10,75,135,55,540,しぜんかいふく,てんのめぐみ,いやしのこころ,はぴなす,hapinasu
243,ライコウ,通常,いかずちポケモン,準伝説,でんき,,1.9,178,90,85,75,115,100,115,580,プレッシャー,,せいしんりょく,らいこう,raikou
244,エンテイ,通常,かざんポケモン,準伝説,ほのお,,2.1,198,115,115,85,90,75,100,580,プレッシャー,,せいしんりょく,えんてい,entei
245,スイクン,通常,オーロラポケモン,準伝説,みず,,2,187,100,75,115,90,115,85,580,プレッシャー,,せいしんりょく,すいくん,suikun
246,ヨーギラス,通常,いわはだポケモン,通常,いわ,じめん,0.6,72,50,64,50,45,50,41,300,こんじょう,,すながくれ,よーぎらす,yogirasu
247,サナギラス,通常,だんがんポケモン,通常,いわ,じめん,1.2,152,70,84,70,65,70,51,410,だっぴ,,,さなぎらす,sanagirasu
248,バンギラス,通常,よろいポケモン,通常,いわ,あく,2,202,100,134,110,95,100,61,600,すなおこし,,きんちょうかん,ばんぎらす,bangirasu
249,ルギア,通常,せんすいポケモン,伝説,エスパー,ひこう,5.2,216,106,90,130,90,154,110,680,プレッシャー,,マルチスケイル,るぎあ,rugia
250,ホウオウ,通常,にじいろポケモン,伝説,ほのお,ひこう,3.8,199,106,130,90,110,154,90,680,プレッシャー,,さいせいりょく,ほうおう,houou
251,セレビィ,通常,ときわたりポケモン,幻,エスパー,くさ,0.6,5,100,100,100,100,100,100,600,しぜんかいふく,,,せれびぃ,serebii
252,キモリ,通常,もりトカゲポケモン,通常,くさ,,0.5,5,40,45,35,65,55,70,310,しんりょく,,かるわざ,きもり,kimori
253,ジュプトル,通常,もりトカゲポケモン,通常,くさ,,0.9,21.6,50,65,45,85,65,95,405,しんりょく,,かるわざ,じゅぷとる,juputoru
254,ジュカイン,通常,みつりんポケモン,通常,くさ,,1.7,52.2,70,85,65,105,85,120,530,しんりょく,,かるわざ,じゅかいん,jukain
255,アチャモ,通常,ひよこポケモン,通常,ほのお,,0.4,2.5,45,60,40,70,50,45,310,もうか,,かそく,あちゃも,achamo
256,ワカシャモ,通常,わかどりポケモン,通常,ほのお,かくとう,0.9,19.5,60,85,60,85,60,55,405,もうか,,かそく,わかしゃも,wakashamo
257,バシャーモ,通常,もうかポケモン,通常,ほのお,かくとう,1.9,52,80,120,70,110,70,80,530,もうか,,かそく,ばしゃーも,bashaーmo
258,ミズゴロウ,通常,ぬまうおポケモン,通常,みず,,0.4,7.6,50,70,50,50,50,40,310,げきりゅう,,しめりけ,みずごろう,mizugorou
259,ヌマクロー,通常,ぬまうおポケモン,通常,みず,じめん,0.7,28,70,85,70,60,70,50,405,げきりゅう,,しめりけ,ぬまくろー,numakuro
260,ラグラージ,通常,ぬまうおポケモン,通常,みず,じめん,1.5,81.9,100,110,90,85,90,60,535,げきりゅう,,しめりけ,らぐらーじ,raguraji
261,ポチエナ,通常,かみつきポケモン,通常,あく,,0.5,13.6,35,55,35,30,30,35,220,にげあし,はやあし,びびり,ぽちえな,pochiena
262,グラエナ,通常,かみつきポケモン,通常,あく,,1,37,70,90,70,60,60,70,420,いかく,はやあし,じしんかじょう,ぐらえな,guraena
263,ジグザグマ,通常,まめだぬきポケモン,通常,ノーマル,,0.4,17.5,38,30,41,30,41,60,240,ものひろい,くいしんぼう,はやあし,じぐざぐま,jiguzaguma
264,マッスグマ,通常,とっしんポケモン,通常,ノーマル,,0.5,32.5,78,70,61,50,61,100,420,ものひろい,くいしんぼう,はやあし,まっすぐま,massuguma
265,ケムッソ,通常,いもむしポケモン,通常,むし,,0.3,3.6,45,45,35,20,30,20,195,りんぷん,,にげあし,けむっそ,kemusso
266,カラサリス,通常,さなぎポケモン,通常,むし,,0.6,10,50,35,55,25,25,15,205,だっぴ,,,からさりす,karasarisu
267,アゲハント,通常,ちょうちょポケモン,通常,むし,ひこう,1,28.4,60,70,50,100,50,65,395,むしのしらせ,,とうそうしん,あげはんと,agehanto
268,マユルド,通常,さなぎポケモン,通常,むし,,0.7,11.5,50,35,55,25,25,15,205,だっぴ,,,まゆるど,mayurudo
269,ドクケイル,通常,どくがポケモン,通常,むし,どく,1.2,31.6,60,50,70,50,90,65,385,りんぷん,,ふくがん,どくけいる,dokukeiru
270,ハスボー,通常,うきくさポケモン,通常,みず,くさ,0.5,2.6,40,30,30,40,50,30,220,すいすい,あめうけざら,マイペース,はすぼー,hasubo
271,ハスブレロ,通常,ようきポケモン,通常,みず,くさ,1.2,32.5,60,50,50,60,70,50,340,すいすい,あめうけざら,マイペース,はすぶれろ,hasuburero
272,ルンパッパ,通常,のうてんきポケモン,通常,みず,くさ,1.5,55,80,70,70,90,100,70,480,すいすい,あめうけざら,マイペース,るんぱっぱ,runpappa
